source_file	source_line	function	signature	source_owner	source_citation	target_branch	source_algorithm	source_fields_constants	source_side_effects	retail_classification	retail_va_or_empty	retail_name_or_empty	retail_evidence	retail_falsifier	rebuild_disposition	input_readiness	stable_key
DXMemoryManager.h	76	CDXMemoryManager::GetVBDataHeapSize	GetVBDataHeapSize()	CDXMemoryManager	references/Onslaught/DXMemoryManager.h:76	TARGET == XBOX	Return vertex-buffer heap capacity.	mVBDataHeap.mSize	None.	NOT_IN_RETAIL			reverse-engineering/binary-analysis/pc-memory-io-semantics-2026-08-11.tsv;reverse-engineering/binary-analysis/pc-memory-io-semantics-2026-08-11.md	A pristine-PC body/callsite that selects this exact branch and signature.	DO_NOT_PORT_ALLOCATOR_TO_CORE; managed storage, optional client telemetry only	SOURCE_ONLY_BOUNDED_NO_MATCH	DXMemoryManager.h:76:CDXMemoryManager::GetVBDataHeapSize:GetVBDataHeapSize()
DXMemoryManager.h	77	CDXMemoryManager::GetVBDataUsedSize	GetVBDataUsedSize()	CDXMemoryManager	references/Onslaught/DXMemoryManager.h:77	TARGET == XBOX	Return total vertex-buffer heap used bytes.	mVBDataHeap.mUsedSize	None.	NOT_IN_RETAIL			reverse-engineering/binary-analysis/pc-memory-io-semantics-2026-08-11.tsv;reverse-engineering/binary-analysis/pc-memory-io-semantics-2026-08-11.md	A pristine-PC body/callsite that selects this exact branch and signature.	DO_NOT_PORT_ALLOCATOR_TO_CORE; managed storage, optional client telemetry only	AMBIGUOUS_OVERLOAD_MACRO_NONFUNCTION	DXMemoryManager.h:77:CDXMemoryManager::GetVBDataUsedSize:GetVBDataUsedSize()
DXMemoryManager.h	78	CDXMemoryManager::GetVBDataPeakSize	GetVBDataPeakSize()	CDXMemoryManager	references/Onslaught/DXMemoryManager.h:78	TARGET == XBOX	Return vertex-buffer heap peak used bytes.	mVBDataHeap.mUsedMaxSize	None.	NOT_IN_RETAIL			reverse-engineering/binary-analysis/pc-memory-io-semantics-2026-08-11.tsv;reverse-engineering/binary-analysis/pc-memory-io-semantics-2026-08-11.md	A pristine-PC body/callsite that selects this exact branch and signature.	DO_NOT_PORT_ALLOCATOR_TO_CORE; managed storage, optional client telemetry only	SOURCE_ONLY_BOUNDED_NO_MATCH	DXMemoryManager.h:78:CDXMemoryManager::GetVBDataPeakSize:GetVBDataPeakSize()
DXMemoryManager.h	82	CDXMemoryManager::GetDefaultHeap	*   GetDefaultHeap()	CDXMemoryManager	references/Onslaught/DXMemoryManager.h:82	_DIRECTX	Return the default heap address.	mDefaultHeap	Exposes mutable heap ownership.	NO_MATCH_FOUND			reverse-engineering/binary-analysis/ghidra-function-name-table-2026-08-17.tsv;reverse-engineering/binary-analysis/function-c1-closure-2026-08-11.tsv;reverse-engineering/source-crosswalk/audit/REPORT.md;reverse-engineering/binary-analysis/pc-memory-io-semantics-2026-08-11.tsv	A named retail entry with matching owner/alias, signature, target branch, ABI, and body/field behavior.	DO_NOT_PORT_ALLOCATOR_TO_CORE; managed storage, optional client telemetry only	SOURCE_ONLY_BOUNDED_NO_MATCH	DXMemoryManager.h:82:CDXMemoryManager::GetDefaultHeap:*   GetDefaultHeap()
DXMemoryManager.h	83	CDXMemoryManager::GetThingHeap	*   GetThingHeap()	CDXMemoryManager	references/Onslaught/DXMemoryManager.h:83	_DIRECTX	Return the thing heap address.	mThingHeap	Exposes mutable heap ownership.	NO_MATCH_FOUND			reverse-engineering/binary-analysis/ghidra-function-name-table-2026-08-17.tsv;reverse-engineering/binary-analysis/function-c1-closure-2026-08-11.tsv;reverse-engineering/source-crosswalk/audit/REPORT.md;reverse-engineering/binary-analysis/pc-memory-io-semantics-2026-08-11.tsv	A named retail entry with matching owner/alias, signature, target branch, ABI, and body/field behavior.	DO_NOT_PORT_ALLOCATOR_TO_CORE; managed storage, optional client telemetry only	SOURCE_ONLY_BOUNDED_NO_MATCH	DXMemoryManager.h:83:CDXMemoryManager::GetThingHeap:*   GetThingHeap()
membuffer.h	15	IMemBuffer::Read	Read(void *data, SINT size)	IMemBuffer	references/Onslaught/membuffer.h:15	all targets; concrete type selected below	Assert because the pseudo-interface read stub is not intended for direct use.	ASSERT(0)	Debug/assert failure if called.	NO_MATCH_FOUND			reverse-engineering/binary-analysis/ghidra-function-name-table-2026-08-17.tsv;reverse-engineering/binary-analysis/function-c1-closure-2026-08-11.tsv;reverse-engineering/source-crosswalk/audit/REPORT.md	A named retail entry with matching owner/alias, signature, target branch, ABI, and body/field behavior.	DO_NOT_PORT_ASSERT_ONLY_PSEUDO_INTERFACE_STUB	SOURCE_ONLY_BOUNDED_NO_MATCH	membuffer.h:15:IMemBuffer::Read:Read(void *data, SINT size)
membuffer.h	16	IMemBuffer::Write	Write(void *data, SINT size)	IMemBuffer	references/Onslaught/membuffer.h:16	all targets; concrete type selected below	Assert because the pseudo-interface write stub is not intended for direct use.	ASSERT(0)	Debug/assert failure if called.	NO_MATCH_FOUND			reverse-engineering/binary-analysis/ghidra-function-name-table-2026-08-17.tsv;reverse-engineering/binary-analysis/function-c1-closure-2026-08-11.tsv;reverse-engineering/source-crosswalk/audit/REPORT.md	A named retail entry with matching owner/alias, signature, target branch, ABI, and body/field behavior.	DO_NOT_PORT_ASSERT_ONLY_PSEUDO_INTERFACE_STUB	SOURCE_ONLY_BOUNDED_NO_MATCH	membuffer.h:16:IMemBuffer::Write:Write(void *data, SINT size)
membuffer.h	18	IMemBuffer::DeclareInvalidData	DeclareInvalidData(CThing *t)	IMemBuffer	references/Onslaught/membuffer.h:18	all targets; concrete type selected below	Assert because the pseudo-interface invalid-data stub is not intended for direct use.	ASSERT(0)	Debug/assert failure if called.	NO_MATCH_FOUND			reverse-engineering/binary-analysis/ghidra-function-name-table-2026-08-17.tsv;reverse-engineering/binary-analysis/function-c1-closure-2026-08-11.tsv;reverse-engineering/source-crosswalk/audit/REPORT.md	A named retail entry with matching owner/alias, signature, target branch, ABI, and body/field behavior.	DO_NOT_PORT_ASSERT_ONLY_PSEUDO_INTERFACE_STUB	SOURCE_ONLY_BOUNDED_NO_MATCH	membuffer.h:18:IMemBuffer::DeclareInvalidData:DeclareInvalidData(CThing *t)
MemoryManager.cpp	81	CMutexGrabber::~dtor	~CMutexGrabber()	CMutexGrabber	references/Onslaught/MemoryManager.cpp:81	_DIRECTX	Release the mutex captured by the stack guard.	m_Mutex	Clears the pointed-to mutex flag.	NO_MATCH_FOUND			reverse-engineering/binary-analysis/ghidra-function-name-table-2026-08-17.tsv;reverse-engineering/binary-analysis/function-c1-closure-2026-08-11.tsv;reverse-engineering/source-crosswalk/audit/REPORT.md;reverse-engineering/binary-analysis/pc-memory-io-semantics-2026-08-11.tsv	A named retail entry with matching owner/alias, signature, target branch, ABI, and body/field behavior.	DO_NOT_PORT_ALLOCATOR_TO_CORE; managed storage, optional client telemetry only	EXTERNAL_PROOF_REQUIRED	MemoryManager.cpp:81:CMutexGrabber::~dtor:~CMutexGrabber()
MemoryManager.cpp	304	CMemoryHeap::Init	CMemoryHeap::Init( UINT aSize, UINT tinysize, char *name, BOOL bSupportSmallAllocs)	CMemoryHeap	references/Onslaught/MemoryManager.cpp:304	TARGET != XBOX four-argument heap branch	Clear heap/type statistics and free lists, align size to 16 bytes, enable merging, copy the name, link the heap globally, allocate/aligned-initialize the main block, and optionally build a 16-byte tiny-block chain.	16-byte alignment; MEM_MAGIC_HEADER 0x4f69ea21; 16 small-free lists; tiny blocks of 16 bytes	Allocates heap storage, links global heap state, seeds free lists, and initializes counters.	SOURCE_ANALOG	0x004a13b0	CMemoryHeap__Init	reverse-engineering/binary-analysis/ghidra-fullpass-findings/W005/adversarial/B13.md;reverse-engineering/binary-analysis/ghidra-function-name-table-2026-08-17.tsv;reverse-engineering/binary-analysis/function-c1-closure-2026-08-11.tsv	A retail body, ABI, field order, or source-coordinate owner that contradicts the bounded source shape.	DO_NOT_PORT_ALLOCATOR_TO_CORE; managed storage, optional client telemetry only	NAMED_RETAIL_ANALOG_PRECISE_TARGET	MemoryManager.cpp:304:CMemoryHeap::Init:CMemoryHeap::Init( UINT aSize, UINT tinysize, char *name, BOOL bSupportSmallAllocs)
MemoryManager.h	223	CMemoryBlock::GetSize	GetSize()	CMemoryBlock	references/Onslaught/MemoryManager.h:223	all custom-manager targets	Mask the low four flag/alignment bits and return block payload size.	mSize & 0xfffffff0	None.	NO_MATCH_FOUND			reverse-engineering/binary-analysis/ghidra-function-name-table-2026-08-17.tsv;reverse-engineering/binary-analysis/function-c1-closure-2026-08-11.tsv;reverse-engineering/source-crosswalk/audit/REPORT.md;reverse-engineering/binary-analysis/pc-memory-io-semantics-2026-08-11.tsv	A named retail entry with matching owner/alias, signature, target branch, ABI, and body/field behavior.	DO_NOT_PORT_ALLOCATOR_TO_CORE; managed storage, optional client telemetry only	SOURCE_ONLY_BOUNDED_NO_MATCH	MemoryManager.h:223:CMemoryBlock::GetSize:GetSize()
MemoryManager.h	224	CMemoryBlock::GetMem	* GetMem()	CMemoryBlock	references/Onslaught/MemoryManager.h:224	all custom-manager targets	Return the user pointer immediately after the allocation header.	this + MEMBLOCK_HEADER_SIZE	Exposes mutable payload storage.	NO_MATCH_FOUND			reverse-engineering/binary-analysis/ghidra-function-name-table-2026-08-17.tsv;reverse-engineering/binary-analysis/function-c1-closure-2026-08-11.tsv;reverse-engineering/source-crosswalk/audit/REPORT.md;reverse-engineering/binary-analysis/pc-memory-io-semantics-2026-08-11.tsv	A named retail entry with matching owner/alias, signature, target branch, ABI, and body/field behavior.	DO_NOT_PORT_ALLOCATOR_TO_CORE; managed storage, optional client telemetry only	SOURCE_ONLY_BOUNDED_NO_MATCH	MemoryManager.h:224:CMemoryBlock::GetMem:* GetMem()
MemoryManager.h	225	CMemoryBlock::GetType	GetType()	CMemoryBlock	references/Onslaught/MemoryManager.h:225	all custom-manager targets	Return the allocation memory type.	mType	None.	NO_MATCH_FOUND			reverse-engineering/binary-analysis/ghidra-function-name-table-2026-08-17.tsv;reverse-engineering/binary-analysis/function-c1-closure-2026-08-11.tsv;reverse-engineering/source-crosswalk/audit/REPORT.md;reverse-engineering/binary-analysis/pc-memory-io-semantics-2026-08-11.tsv	A named retail entry with matching owner/alias, signature, target branch, ABI, and body/field behavior.	DO_NOT_PORT_ALLOCATOR_TO_CORE; managed storage, optional client telemetry only	SOURCE_ONLY_BOUNDED_NO_MATCH	MemoryManager.h:225:CMemoryBlock::GetType:GetType()
MemoryManager.h	226	CMemoryBlock::GetBlockSize	GetBlockSize()	CMemoryBlock	references/Onslaught/MemoryManager.h:226	all custom-manager targets	Return payload size plus allocation-header size.	GetSize()+MEMBLOCK_HEADER_SIZE	None.	NO_MATCH_FOUND			reverse-engineering/binary-analysis/ghidra-function-name-table-2026-08-17.tsv;reverse-engineering/binary-analysis/function-c1-closure-2026-08-11.tsv;reverse-engineering/source-crosswalk/audit/REPORT.md;reverse-engineering/binary-analysis/pc-memory-io-semantics-2026-08-11.tsv	A named retail entry with matching owner/alias, signature, target branch, ABI, and body/field behavior.	DO_NOT_PORT_ALLOCATOR_TO_CORE; managed storage, optional client telemetry only	SOURCE_ONLY_BOUNDED_NO_MATCH	MemoryManager.h:226:CMemoryBlock::GetBlockSize:GetBlockSize()
MemoryManager.h	228	CMemoryBlock::GetBlockBelow	* GetBlockBelow()	CMemoryBlock	references/Onslaught/MemoryManager.h:228	all custom-manager targets	Compute the next physical block by adding this block's total size.	this+GetBlockSize()	None.	NO_MATCH_FOUND			reverse-engineering/binary-analysis/ghidra-function-name-table-2026-08-17.tsv;reverse-engineering/binary-analysis/function-c1-closure-2026-08-11.tsv;reverse-engineering/source-crosswalk/audit/REPORT.md;reverse-engineering/binary-analysis/pc-memory-io-semantics-2026-08-11.tsv	A named retail entry with matching owner/alias, signature, target branch, ABI, and body/field behavior.	DO_NOT_PORT_ALLOCATOR_TO_CORE; managed storage, optional client telemetry only	SOURCE_ONLY_BOUNDED_NO_MATCH	MemoryManager.h:228:CMemoryBlock::GetBlockBelow:* GetBlockBelow()
MemoryManager.h	230	CMemoryBlock::GetBlock	* GetBlock( void * apMem )	CMemoryBlock	references/Onslaught/MemoryManager.h:230	all custom-manager targets	Recover a block header by subtracting the header size from a user pointer.	apMem-MEMBLOCK_HEADER_SIZE	None.	NO_MATCH_FOUND			reverse-engineering/binary-analysis/ghidra-function-name-table-2026-08-17.tsv;reverse-engineering/binary-analysis/function-c1-closure-2026-08-11.tsv;reverse-engineering/source-crosswalk/audit/REPORT.md;reverse-engineering/binary-analysis/pc-memory-io-semantics-2026-08-11.tsv	A named retail entry with matching owner/alias, signature, target branch, ABI, and body/field behavior.	DO_NOT_PORT_ALLOCATOR_TO_CORE; managed storage, optional client telemetry only	SOURCE_ONLY_BOUNDED_NO_MATCH	MemoryManager.h:230:CMemoryBlock::GetBlock:* GetBlock( void * apMem )
MemoryManager.h	232	CMemoryBlock::IsUsed	IsUsed()	CMemoryBlock	references/Onslaught/MemoryManager.h:232	all custom-manager targets	Test used flag bit zero.	mSize & 0x1	None.	NO_MATCH_FOUND			reverse-engineering/binary-analysis/ghidra-function-name-table-2026-08-17.tsv;reverse-engineering/binary-analysis/function-c1-closure-2026-08-11.tsv;reverse-engineering/source-crosswalk/audit/REPORT.md;reverse-engineering/binary-analysis/pc-memory-io-semantics-2026-08-11.tsv	A named retail entry with matching owner/alias, signature, target branch, ABI, and body/field behavior.	DO_NOT_PORT_ALLOCATOR_TO_CORE; managed storage, optional client telemetry only	SOURCE_ONLY_BOUNDED_NO_MATCH	MemoryManager.h:232:CMemoryBlock::IsUsed:IsUsed()
MemoryManager.h	233	CMemoryBlock::IsFree	IsFree()	CMemoryBlock	references/Onslaught/MemoryManager.h:233	all custom-manager targets	Return the inverse of used flag bit zero.	!(mSize & 0x1)	None.	NO_MATCH_FOUND			reverse-engineering/binary-analysis/ghidra-function-name-table-2026-08-17.tsv;reverse-engineering/binary-analysis/function-c1-closure-2026-08-11.tsv;reverse-engineering/source-crosswalk/audit/REPORT.md;reverse-engineering/binary-analysis/pc-memory-io-semantics-2026-08-11.tsv	A named retail entry with matching owner/alias, signature, target branch, ABI, and body/field behavior.	DO_NOT_PORT_ALLOCATOR_TO_CORE; managed storage, optional client telemetry only	SOURCE_ONLY_BOUNDED_NO_MATCH	MemoryManager.h:233:CMemoryBlock::IsFree:IsFree()
MemoryManager.h	235	CMemoryBlock::IsBaseSet	IsBaseSet()	CMemoryBlock	references/Onslaught/MemoryManager.h:235	all custom-manager targets	Test base-set flag bit one.	mSize & 0x2	None.	NO_MATCH_FOUND			reverse-engineering/binary-analysis/ghidra-function-name-table-2026-08-17.tsv;reverse-engineering/binary-analysis/function-c1-closure-2026-08-11.tsv;reverse-engineering/source-crosswalk/audit/REPORT.md;reverse-engineering/binary-analysis/pc-memory-io-semantics-2026-08-11.tsv	A named retail entry with matching owner/alias, signature, target branch, ABI, and body/field behavior.	DO_NOT_PORT_ALLOCATOR_TO_CORE; managed storage, optional client telemetry only	SOURCE_ONLY_BOUNDED_NO_MATCH	MemoryManager.h:235:CMemoryBlock::IsBaseSet:IsBaseSet()
MemoryManager.h	243	CMemoryBlock::IsValid	IsValid()	CMemoryBlock	references/Onslaught/MemoryManager.h:243	all custom-manager targets	Compare the block magic against the fixed header sentinel.	MEM_MAGIC_HEADER=0x4f69ea21	None.	NO_MATCH_FOUND			reverse-engineering/binary-analysis/ghidra-function-name-table-2026-08-17.tsv;reverse-engineering/binary-analysis/function-c1-closure-2026-08-11.tsv;reverse-engineering/source-crosswalk/audit/REPORT.md;reverse-engineering/binary-analysis/pc-memory-io-semantics-2026-08-11.tsv	A named retail entry with matching owner/alias, signature, target branch, ABI, and body/field behavior.	DO_NOT_PORT_ALLOCATOR_TO_CORE; managed storage, optional client telemetry only	SOURCE_ONLY_BOUNDED_NO_MATCH	MemoryManager.h:243:CMemoryBlock::IsValid:IsValid()
MemoryManager.h	278	CMemoryHeap::GetTypeSize	GetTypeSize(EMemoryType type)	CMemoryHeap	references/Onslaught/MemoryManager.h:278	all custom-manager targets	Return current bytes attributed to one memory type.	mTypeSize[type]	None.	NO_MATCH_FOUND			reverse-engineering/binary-analysis/ghidra-function-name-table-2026-08-17.tsv;reverse-engineering/binary-analysis/function-c1-closure-2026-08-11.tsv;reverse-engineering/source-crosswalk/audit/REPORT.md;reverse-engineering/binary-analysis/pc-memory-io-semantics-2026-08-11.tsv	A named retail entry with matching owner/alias, signature, target branch, ABI, and body/field behavior.	DO_NOT_PORT_ALLOCATOR_TO_CORE; managed storage, optional client telemetry only	SOURCE_ONLY_BOUNDED_NO_MATCH	MemoryManager.h:278:CMemoryHeap::GetTypeSize:GetTypeSize(EMemoryType type)
MemoryManager.h	295	CMemoryHeap::GetName	*GetName()	CMemoryHeap	references/Onslaught/MemoryManager.h:295	all custom-manager targets	Return the heap name pointer.	mName[64]	Exposes name storage.	NO_MATCH_FOUND			reverse-engineering/binary-analysis/ghidra-function-name-table-2026-08-17.tsv;reverse-engineering/binary-analysis/function-c1-closure-2026-08-11.tsv;reverse-engineering/source-crosswalk/audit/REPORT.md;reverse-engineering/binary-analysis/pc-memory-io-semantics-2026-08-11.tsv	A named retail entry with matching owner/alias, signature, target branch, ABI, and body/field behavior.	DO_NOT_PORT_ALLOCATOR_TO_CORE; managed storage, optional client telemetry only	SOURCE_ONLY_BOUNDED_NO_MATCH	MemoryManager.h:295:CMemoryHeap::GetName:*GetName()
MemoryManager.h	297	CMemoryHeap::GetSize	GetSize()	CMemoryHeap	references/Onslaught/MemoryManager.h:297	all custom-manager targets	Return heap capacity.	mSize	None.	NO_MATCH_FOUND			reverse-engineering/binary-analysis/ghidra-function-name-table-2026-08-17.tsv;reverse-engineering/binary-analysis/function-c1-closure-2026-08-11.tsv;reverse-engineering/source-crosswalk/audit/REPORT.md;reverse-engineering/binary-analysis/pc-memory-io-semantics-2026-08-11.tsv	A named retail entry with matching owner/alias, signature, target branch, ABI, and body/field behavior.	DO_NOT_PORT_ALLOCATOR_TO_CORE; managed storage, optional client telemetry only	SOURCE_ONLY_BOUNDED_NO_MATCH	MemoryManager.h:297:CMemoryHeap::GetSize:GetSize()
MemoryManager.h	298	CMemoryHeap::GetPeakSize	GetPeakSize()	CMemoryHeap	references/Onslaught/MemoryManager.h:298	all custom-manager targets	Return peak used bytes.	mUsedMaxSize	None.	NO_MATCH_FOUND			reverse-engineering/binary-analysis/ghidra-function-name-table-2026-08-17.tsv;reverse-engineering/binary-analysis/function-c1-closure-2026-08-11.tsv;reverse-engineering/source-crosswalk/audit/REPORT.md;reverse-engineering/binary-analysis/pc-memory-io-semantics-2026-08-11.tsv	A named retail entry with matching owner/alias, signature, target branch, ABI, and body/field behavior.	DO_NOT_PORT_ALLOCATOR_TO_CORE; managed storage, optional client telemetry only	SOURCE_ONLY_BOUNDED_NO_MATCH	MemoryManager.h:298:CMemoryHeap::GetPeakSize:GetPeakSize()
MemoryManager.h	299	CMemoryHeap::GetUsedSize	GetUsedSize()	CMemoryHeap	references/Onslaught/MemoryManager.h:299	all custom-manager targets	Return current used bytes.	mUsedSize	None.	NO_MATCH_FOUND			reverse-engineering/binary-analysis/ghidra-function-name-table-2026-08-17.tsv;reverse-engineering/binary-analysis/function-c1-closure-2026-08-11.tsv;reverse-engineering/source-crosswalk/audit/REPORT.md;reverse-engineering/binary-analysis/pc-memory-io-semantics-2026-08-11.tsv	A named retail entry with matching owner/alias, signature, target branch, ABI, and body/field behavior.	DO_NOT_PORT_ALLOCATOR_TO_CORE; managed storage, optional client telemetry only	SOURCE_ONLY_BOUNDED_NO_MATCH	MemoryManager.h:299:CMemoryHeap::GetUsedSize:GetUsedSize()
MemoryManager.h	300	CMemoryHeap::GetFreeSize	GetFreeSize()	CMemoryHeap	references/Onslaught/MemoryManager.h:300	all custom-manager targets	Return current free payload bytes.	mFreeSize	None.	NO_MATCH_FOUND			reverse-engineering/binary-analysis/ghidra-function-name-table-2026-08-17.tsv;reverse-engineering/binary-analysis/function-c1-closure-2026-08-11.tsv;reverse-engineering/source-crosswalk/audit/REPORT.md;reverse-engineering/binary-analysis/pc-memory-io-semantics-2026-08-11.tsv	A named retail entry with matching owner/alias, signature, target branch, ABI, and body/field behavior.	DO_NOT_PORT_ALLOCATOR_TO_CORE; managed storage, optional client telemetry only	SOURCE_ONLY_BOUNDED_NO_MATCH	MemoryManager.h:300:CMemoryHeap::GetFreeSize:GetFreeSize()
MemoryManager.h	301	CMemoryHeap::GetTotalFreeSize	GetTotalFreeSize()	CMemoryHeap	references/Onslaught/MemoryManager.h:301	all custom-manager targets	Return free payload plus reclaimable free-block headers.	mFreeSize+mFreeBlocks*MEMBLOCK_HEADER_SIZE	None.	NO_MATCH_FOUND			reverse-engineering/binary-analysis/ghidra-function-name-table-2026-08-17.tsv;reverse-engineering/binary-analysis/function-c1-closure-2026-08-11.tsv;reverse-engineering/source-crosswalk/audit/REPORT.md;reverse-engineering/binary-analysis/pc-memory-io-semantics-2026-08-11.tsv	A named retail entry with matching owner/alias, signature, target branch, ABI, and body/field behavior.	DO_NOT_PORT_ALLOCATOR_TO_CORE; managed storage, optional client telemetry only	SOURCE_ONLY_BOUNDED_NO_MATCH	MemoryManager.h:301:CMemoryHeap::GetTotalFreeSize:GetTotalFreeSize()
MemoryManager.h	324	CMemoryHeap::IsLastBlock	IsLastBlock( CMemoryBlock * apBlock )	CMemoryHeap	references/Onslaught/MemoryManager.h:324	all custom-manager targets	Compute the block below and test whether it reaches or passes heap end.	apBlock->GetBlockBelow(); mpMem+mSize	None.	NO_MATCH_FOUND			reverse-engineering/binary-analysis/ghidra-function-name-table-2026-08-17.tsv;reverse-engineering/binary-analysis/function-c1-closure-2026-08-11.tsv;reverse-engineering/source-crosswalk/audit/REPORT.md;reverse-engineering/binary-analysis/pc-memory-io-semantics-2026-08-11.tsv	A named retail entry with matching owner/alias, signature, target branch, ABI, and body/field behavior.	DO_NOT_PORT_ALLOCATOR_TO_CORE; managed storage, optional client telemetry only	SOURCE_ONLY_BOUNDED_NO_MATCH	MemoryManager.h:324:CMemoryHeap::IsLastBlock:IsLastBlock( CMemoryBlock * apBlock )
MemoryManager.h	402	CMemoryManager::~dtor	~CMemoryManager()	CMemoryManager	references/Onslaught/MemoryManager.h:402	all custom-manager targets	Walk the memory-tag list, deleting each node until empty.	mFirstTag; CMemoryTag.mNext	Deletes all remaining tag records.	NO_MATCH_FOUND			reverse-engineering/binary-analysis/ghidra-function-name-table-2026-08-17.tsv;reverse-engineering/binary-analysis/function-c1-closure-2026-08-11.tsv;reverse-engineering/source-crosswalk/audit/REPORT.md;reverse-engineering/binary-analysis/pc-memory-io-semantics-2026-08-11.tsv	A named retail entry with matching owner/alias, signature, target branch, ABI, and body/field behavior.	DO_NOT_PORT_ALLOCATOR_TO_CORE; managed storage, optional client telemetry only	EXTERNAL_PROOF_REQUIRED	MemoryManager.h:402:CMemoryManager::~dtor:~CMemoryManager()
SPtrSet.cpp	24	GenericSPtrSet::GenericSPtrSet	GenericSPtrSet::GenericSPtrSet()	GenericSPtrSet	references/Onslaught/SPtrSet.cpp:24	all targets	Construct an empty pointer set by clearing head, tail, and size.	mFirst=null; mLast=null; mSize=0	Initializes instance state.	SOURCE_ANALOG	0x004e5840	CSPtrSet__Init	reverse-engineering/binary-analysis/ghidra-fullpass-findings/W007/primary/A07.md;reverse-engineering/binary-analysis/ghidra-function-name-table-2026-08-17.tsv;reverse-engineering/binary-analysis/function-c1-closure-2026-08-11.tsv	A retail body, ABI, field order, or source-coordinate owner that contradicts the bounded source shape.	USE_CONSUMER_SCOPED_ORDERED_MANAGED_COLLECTION; no raw pointer pool	AMBIGUOUS_OVERLOAD_MACRO_NONFUNCTION	SPtrSet.cpp:24:GenericSPtrSet::GenericSPtrSet:GenericSPtrSet::GenericSPtrSet()
SPtrSet.cpp	35	GenericSPtrSet::GenericSPtrSet	GenericSPtrSet::GenericSPtrSet(const GenericSPtrSet& copy)	GenericSPtrSet	references/Onslaught/SPtrSet.cpp:35	all targets	Construct empty state, iterate the source in order, and append every pointer.	mFirst=null; mLast=null; mSize=0; GenericListIterator	Consumes free-list nodes and preserves source traversal order.	SOURCE_ANALOG	0x004e5850	CSPtrSet__CopyCtorFromSource	reverse-engineering/binary-analysis/ghidra-fullpass-findings/W007/primary/A07.md;reverse-engineering/binary-analysis/ghidra-function-name-table-2026-08-17.tsv;reverse-engineering/binary-analysis/function-c1-closure-2026-08-11.tsv	A retail body, ABI, field order, or source-coordinate owner that contradicts the bounded source shape.	USE_CONSUMER_SCOPED_ORDERED_MANAGED_COLLECTION; no raw pointer pool	AMBIGUOUS_OVERLOAD_MACRO_NONFUNCTION	SPtrSet.cpp:35:GenericSPtrSet::GenericSPtrSet:GenericSPtrSet::GenericSPtrSet(const GenericSPtrSet& copy)
SPtrSet.cpp	53	GenericSPtrSet::operator=	& GenericSPtrSet::operator = (GenericSPtrSet& copy)	GenericSPtrSet	references/Onslaught/SPtrSet.cpp:53	all targets	Return current nodes to the pool, then append every source pointer in traversal order and return this.	RemoveAll; GenericListIterator; Append	Replaces collection contents and consumes/recycles free-list nodes.	SOURCE_ANALOG	0x004e58a0	CSPtrSet__operator_assign	reverse-engineering/binary-analysis/ghidra-fullpass-findings/W007/primary/A07.md;reverse-engineering/binary-analysis/ghidra-function-name-table-2026-08-17.tsv;reverse-engineering/binary-analysis/function-c1-closure-2026-08-11.tsv	A retail body, ABI, field order, or source-coordinate owner that contradicts the bounded source shape.	USE_CONSUMER_SCOPED_ORDERED_MANAGED_COLLECTION; no raw pointer pool	AMBIGUOUS_OVERLOAD_MACRO_NONFUNCTION	SPtrSet.cpp:53:GenericSPtrSet::operator=:& GenericSPtrSet::operator = (GenericSPtrSet& copy)
SPtrSet.h	39	GenericSPtrSet::Size	Size()	GenericSPtrSet	references/Onslaught/SPtrSet.h:39	all targets	Return pointer-set entry count.	mSize	None.	NO_MATCH_FOUND			reverse-engineering/binary-analysis/ghidra-function-name-table-2026-08-17.tsv;reverse-engineering/binary-analysis/function-c1-closure-2026-08-11.tsv;reverse-engineering/source-crosswalk/audit/REPORT.md;reverse-engineering/binary-analysis/ghidra-fullpass-findings/W007/primary/A07.md	A named retail entry with matching owner/alias, signature, target branch, ABI, and body/field behavior.	USE_CONSUMER_SCOPED_ORDERED_MANAGED_COLLECTION; no raw pointer pool	SOURCE_ONLY_BOUNDED_NO_MATCH	SPtrSet.h:39:GenericSPtrSet::Size:Size()
SPtrSet.h	40	GenericSPtrSet::First	* First()	GenericSPtrSet	references/Onslaught/SPtrSet.h:40	all targets	Set the internal iterator to head and return its item, or null.	mIterator; mFirst	Mutates internal iterator state.	SOURCE_ANALOG	0x00406d20	CSPtrSet__First	reverse-engineering/binary-analysis/ghidra-fullpass-findings/W001/primary/A06.md;reverse-engineering/binary-analysis/ghidra-fullpass-findings/W001/adversarial/B06.md;reverse-engineering/binary-analysis/ghidra-function-name-table-2026-08-17.tsv;reverse-engineering/binary-analysis/function-c1-closure-2026-08-11.tsv	A released body or ABI/field order that contradicts the bounded iterator shape, or source-coordinate evidence assigning the body elsewhere.	USE_CONSUMER_SCOPED_ORDERED_MANAGED_COLLECTION; no raw pointer pool	NAMED_RETAIL_ANALOG_PRECISE_TARGET	SPtrSet.h:40:GenericSPtrSet::First:* First()
