source_file	source_function	classification	va	structural_status	evidence_status	authority_status	finding_code	finding_detail
Career.cpp	CCareer::UpdateThingsKilled	SOURCE_EXACT	0x0041c180	PASS	PASS	PASS	OK	No row-level finding.
Career.cpp	TOTAL_A_GRADES	NO_MATCH_FOUND		PASS	PASS_SHARED_METHOD	NOT_APPLICABLE	OK	No row-level finding.
Career.cpp	TOTAL_C_GRADES	NO_MATCH_FOUND		PASS	PASS_SHARED_METHOD	NOT_APPLICABLE	OK	No row-level finding.
Career.cpp	TOTAL_S_GRADES	SOURCE_EXACT	0x0041c240	PASS	PASS	PASS	OK	No row-level finding.
Career.cpp	GRADE	NO_MATCH_FOUND		PASS	PASS_SHARED_METHOD	NOT_APPLICABLE	OK	No row-level finding.
Career.cpp	GRADE_OR_EVO	NO_MATCH_FOUND		PASS	PASS_SHARED_METHOD	NOT_APPLICABLE	OK	No row-level finding.
Career.cpp	CCareer::CountGoodies	SOURCE_EXACT	0x0041c450	PASS	PASS	PASS	OK	No row-level finding.
Career.cpp	CCareer::UpdateGoodieStates	SOURCE_EXACT	0x0041c470	PASS	PASS	PASS	OK	No row-level finding.
Career.cpp	CCareer::Load	SOURCE_ANALOG	0x00421200	PASS_AMBIGUOUS_NAME	PASS	DISAGREEMENT	CROSSWALK_VA_COLLISION;SOURCE_NAME_AMBIGUOUS	SOURCE_NAME_AMBIGUOUS: same file/function label occurs at lines 1040,1095; kept distinct by line | CROSSWALK_VA_COLLISION: VA 0x00421200 is shared by 2 rows: Career.cpp:1040:CCareer::Load, Career.cpp:1095:CCareer::Load
Career.cpp	CCareer::Save	SOURCE_ANALOG	0x00421350	PASS_AMBIGUOUS_NAME	PASS	DISAGREEMENT	CROSSWALK_VA_COLLISION;SOURCE_NAME_AMBIGUOUS	SOURCE_NAME_AMBIGUOUS: same file/function label occurs at lines 1068,1128; kept distinct by line | CROSSWALK_VA_COLLISION: VA 0x00421350 is shared by 2 rows: Career.cpp:1068:CCareer::Save, Career.cpp:1128:CCareer::Save
Career.cpp	current_version_stamp	NO_MATCH_FOUND		PASS	PASS_SHARED_METHOD	NOT_APPLICABLE	OK	No row-level finding.
Career.cpp	CCareer::Load	SOURCE_ANALOG	0x00421200	PASS_AMBIGUOUS_NAME	PASS	DISAGREEMENT	CROSSWALK_VA_COLLISION;SOURCE_NAME_AMBIGUOUS	SOURCE_NAME_AMBIGUOUS: same file/function label occurs at lines 1040,1095; kept distinct by line | CROSSWALK_VA_COLLISION: VA 0x00421200 is shared by 2 rows: Career.cpp:1040:CCareer::Load, Career.cpp:1095:CCareer::Load
Career.cpp	CCareer::Save	SOURCE_ANALOG	0x00421350	PASS_AMBIGUOUS_NAME	PASS	DISAGREEMENT	CROSSWALK_VA_COLLISION;SOURCE_NAME_AMBIGUOUS	SOURCE_NAME_AMBIGUOUS: same file/function label occurs at lines 1068,1128; kept distinct by line | CROSSWALK_VA_COLLISION: VA 0x00421350 is shared by 2 rows: Career.cpp:1068:CCareer::Save, Career.cpp:1128:CCareer::Save
Career.cpp	CCareer::SizeOfSaveGame	NO_MATCH_FOUND		PASS	PASS_SHARED_METHOD	NOT_APPLICABLE	OK	No row-level finding.
Career.cpp	CCareer::GetGradeFromRanking	SOURCE_EXACT	0x00421470	PASS	FAIL	PASS	EVIDENCE_TARGET_UNRESOLVED	EVIDENCE_TARGET_UNRESOLVED: no VA/source-anchor row in reverse-engineering/binary-analysis/career-save-format-semantics-2026-08-11.tsv
Career.cpp	CCareer::Log	NO_MATCH_FOUND		PASS	PASS_SHARED_METHOD	NOT_APPLICABLE	OK	No row-level finding.
Career.cpp	CCareer::PrintNodesStatus	NO_MATCH_FOUND		PASS	PASS_SHARED_METHOD	NOT_APPLICABLE	OK	No row-level finding.
Career.cpp	CCareer::GetSlot	NO_MATCH_FOUND		PASS	PASS_SHARED_METHOD	NOT_APPLICABLE	OK	No row-level finding.
Career.cpp	CCareer::SetSlot	SOURCE_EXACT	0x004214e0	PASS	PASS	PASS	OK	No row-level finding.
Career.cpp	CCareer::GetAndResetGoodieNewCount	SOURCE_EXACT	0x00421550	PASS	PASS	PASS	OK	No row-level finding.
Career.cpp	CCareer::GetAndResetFirstGoodie	SOURCE_EXACT	0x00421560	PASS	PASS	PASS	OK	No row-level finding.
Career.cpp	CCareer::IsEpisodeAvailable	SOURCE_EXACT	0x00421570	PASS	PASS	PASS	OK	No row-level finding.
Controller.cpp	CController::CController	SOURCE_ANALOG	0x005145f0	PASS	PASS	PASS	OK	No row-level finding.
Controller.cpp	CController::ResetInactivityTimer	NO_MATCH_FOUND		PASS	PASS_SHARED_METHOD	NOT_APPLICABLE	OK	No row-level finding.
Controller.cpp	CController::SetNonInteractiveSection	SOURCE_EXACT	0x0042d7d0	PASS	PASS	PASS	OK	No row-level finding.
Controller.cpp	CController::InactivityMeansQuitGame	SOURCE_EXACT	0x0042d810	PASS	PASS	PASS	OK	No row-level finding.
Controller.cpp	CController::StartRecording	SOURCE_ANALOG	0x0042d8a0	PASS	PASS	PASS	OK	No row-level finding.
Controller.cpp	CController::StartPlayback	SOURCE_EXACT	0x0042d8c0	PASS	PASS	PASS	OK	No row-level finding.
Controller.cpp	CController::~dtor	SOURCE_EXACT	0x0042d8e0	PASS	PASS	PASS	OK	No row-level finding.
Controller.cpp	CController::Flush	SOURCE_EXACT	0x0042d9d0	PASS	PASS	PASS	OK	No row-level finding.
Controller.cpp	CController::CalcNumMappings	NO_MATCH_FOUND		PASS	PASS_SHARED_METHOD	NOT_APPLICABLE	OK	No row-level finding.
Controller.cpp	CController::RepeatOccured	NO_MATCH_FOUND		PASS	PASS_SHARED_METHOD	NOT_APPLICABLE	OK	No row-level finding.
Controller.cpp	CController::DoMappings	SOURCE_ANALOG	0x0042db40	PASS	PASS	PASS	OK	No row-level finding.
Controller.cpp	CController::GetAnalogueValueForButton	NO_MATCH_FOUND		PASS	PASS_SHARED_METHOD	NOT_APPLICABLE	OK	No row-level finding.
Controller.cpp	CController::GetToControl	SOURCE_EXACT	0x0042e4b0	PASS	PASS	PASS	OK	No row-level finding.
Controller.cpp	CController::SendButtonAction	SOURCE_EXACT	0x0042e4d0	PASS	PASS	PASS	OK	No row-level finding.
Controller.cpp	CController::SetToControl	SOURCE_EXACT	0x0042e610	PASS	PASS	PASS	OK	No row-level finding.
Controller.cpp	CController::SetReverseLookYAxis	NO_MATCH_FOUND		PASS	PASS_SHARED_METHOD	NOT_APPLICABLE	OK	No row-level finding.
Controller.cpp	CController::RelinquishControl	SOURCE_EXACT	0x0042e6e0	PASS	PASS	PASS	OK	No row-level finding.
Controller.cpp	CController::SetVibration	SOURCE_EXACT	0x0042e750	PASS	PASS	PASS	OK	No row-level finding.
DXEngine.cpp	CDXEngine::CDXEngine	NO_MATCH_FOUND		PASS	PASS_SHARED_METHOD	NOT_APPLICABLE	OK	No row-level finding.
DXEngine.cpp	CDXEngine::~dtor	NO_MATCH_FOUND		PASS	PASS_SHARED_METHOD	NOT_APPLICABLE	OK	No row-level finding.
DXEngine.cpp	CDXEngine::ShutDown	NO_MATCH_FOUND		PASS	FAIL	NOT_APPLICABLE	NO_MATCH_NAME_TABLE_HIT	NO_MATCH_NAME_TABLE_HIT: normalized current name-table hit(s): 0x0053d3e0:CDXEngine__Shutdown
DXEngine.cpp	con_setgammabias	NO_MATCH_FOUND		PASS	PASS_SHARED_METHOD	NOT_APPLICABLE	OK	No row-level finding.
DXEngine.cpp	CDXEngine::SetGammaBias	NO_MATCH_FOUND		PASS	PASS_SHARED_METHOD	NOT_APPLICABLE	OK	No row-level finding.
DXEngine.cpp	CDXEngine::Init	SOURCE_ANALOG	0x0053d5f0	PASS	FAIL	PASS	ANALOG_EVIDENCE_PATH_MISSING;ANALOG_REASON_EVIDENCE_WEAK	ANALOG_EVIDENCE_PATH_MISSING: SOURCE_ANALOG has no evidence_path | ANALOG_REASON_EVIDENCE_WEAK: no cited bounded reason explains the source-to-retail analogy
DXEngine.cpp	CDXEngine::InitResources	SOURCE_ANALOG	0x0053d6d0	PASS	FAIL	PASS	ANALOG_EVIDENCE_PATH_MISSING;ANALOG_REASON_EVIDENCE_WEAK	ANALOG_EVIDENCE_PATH_MISSING: SOURCE_ANALOG has no evidence_path | ANALOG_REASON_EVIDENCE_WEAK: no cited bounded reason explains the source-to-retail analogy
DXEngine.cpp	CDXEngine::DrawDebugCuboid	NO_MATCH_FOUND		PASS	PASS_SHARED_METHOD	NOT_APPLICABLE	OK	No row-level finding.
DXEngine.cpp	CDXEngine::DrawDebugLine	NO_MATCH_FOUND		PASS	PASS_SHARED_METHOD	NOT_APPLICABLE	OK	No row-level finding.
DXEngine.cpp	CDXEngine::RenderArrow	SOURCE_ANALOG	0x0053e2e0	PASS	FAIL	DISAGREEMENT	ANALOG_REASON_EVIDENCE_WEAK;CROSSWALK_VA_COLLISION	CROSSWALK_VA_COLLISION: VA 0x0053e2e0 is shared by 2 rows: DXEngine.cpp:313:CDXEngine::RenderArrow, DXEngine.cpp:637:CDXEngine::Render | ANALOG_REASON_EVIDENCE_WEAK: no cited bounded reason explains the source-to-retail analogy
DXEngine.cpp	CDXEngine::PreRender	SOURCE_ANALOG	0x0053e220	PASS	PASS	PASS	OK	No row-level finding.
DXEngine.cpp	draw_sun_test_sprite	NOT_IN_RETAIL		PASS	PASS	NOT_APPLICABLE	OK	No row-level finding.
DXEngine.cpp	CDXEngine::ShutdownRestartLoop	SOURCE_ANALOG	0x0053d3e0	PASS	FAIL	PASS	ANALOG_REASON_EVIDENCE_WEAK	ANALOG_REASON_EVIDENCE_WEAK: no cited bounded reason explains the source-to-retail analogy
DXEngine.cpp	draw_fairly_late_stuff	NO_MATCH_FOUND		PASS	PASS_SHARED_METHOD	NOT_APPLICABLE	OK	No row-level finding.
DXEngine.cpp	CDXEngine::Render	SOURCE_EXACT	0x0053e2e0	PASS	PASS	DISAGREEMENT	CROSSWALK_VA_COLLISION	CROSSWALK_VA_COLLISION: VA 0x0053e2e0 is shared by 2 rows: DXEngine.cpp:313:CDXEngine::RenderArrow, DXEngine.cpp:637:CDXEngine::Render
DXEngine.cpp	where_hit	NOT_IN_RETAIL		PASS	PASS	NOT_APPLICABLE	OK	No row-level finding.
DXEngine.cpp	copy_back_to_front	NOT_IN_RETAIL		PASS	PASS	NOT_APPLICABLE	OK	No row-level finding.
DXEngine.cpp	CDXEngine::PostRender	SOURCE_EXACT	0x0053ecc0	PASS	PASS	PASS	OK	No row-level finding.
DXEngine.cpp	CDXEngine::SetBlurAlpha	NO_MATCH_FOUND		PASS	PASS_SHARED_METHOD	NOT_APPLICABLE	OK	No row-level finding.
DXEngine.cpp	CDXEngine::GetDetailLevel	NO_MATCH_FOUND		PASS	PASS_SHARED_METHOD	NOT_APPLICABLE	OK	No row-level finding.
DXEngine.cpp	CDXEngine::ReallySetDefaultMaterial	NO_MATCH_FOUND		PASS	PASS_SHARED_METHOD	NOT_APPLICABLE	OK	No row-level finding.
DXEngine.cpp	CDXEngine::SetModulate2X	NO_MATCH_FOUND		PASS	PASS_SHARED_METHOD	NOT_APPLICABLE	OK	No row-level finding.
DXEngine.cpp	CDXEngine::AccumulateResources	NO_MATCH_FOUND		PASS	PASS_SHARED_METHOD	NOT_APPLICABLE	OK	No row-level finding.
DXFrontend.cpp	CDXFrontEnd::RenderParticles	NO_MATCH_FOUND		PASS	PASS_SHARED_METHOD	NOT_APPLICABLE	OK	No row-level finding.
DXFrontend.cpp	CDXFrontEnd::RenderStaticScreen	NO_MATCH_FOUND		PASS	PASS_SHARED_METHOD	NOT_APPLICABLE	OK	No row-level finding.
DXFrontend.cpp	CDXFrontEnd::RenderStart	SOURCE_ANALOG	0x00540f70	PASS	FAIL	PASS	ANALOG_EVIDENCE_PATH_MISSING;ANALOG_REASON_EVIDENCE_WEAK	ANALOG_EVIDENCE_PATH_MISSING: SOURCE_ANALOG has no evidence_path | ANALOG_REASON_EVIDENCE_WEAK: no cited bounded reason explains the source-to-retail analogy
DXFrontend.cpp	CDXFrontEnd::RenderEnd	NO_MATCH_FOUND		PASS	PASS_SHARED_METHOD	NOT_APPLICABLE	OK	No row-level finding.
DXGame.cpp	CDXGame::DumpTimeRecords	NO_MATCH_FOUND		PASS	PASS_SHARED_METHOD	NOT_APPLICABLE	OK	No row-level finding.
DXGame.cpp	CDXGame::AddTimeStatus	NO_MATCH_FOUND		PASS	PASS_SHARED_METHOD	NOT_APPLICABLE	OK	No row-level finding.
DXMemBuffer.cpp	CDXMemBuffer::SetNextReadBufferSize	NO_MATCH_FOUND		PASS	PASS_SHARED_METHOD	NOT_APPLICABLE	OK	No row-level finding.
DXMemBuffer.cpp	CDXMemBuffer::CDXMemBuffer	SOURCE_EXACT	0x00547d70	PASS	PASS	PASS	OK	No row-level finding.
DXMemBuffer.cpp	CDXMemBuffer::~dtor	NO_MATCH_FOUND		PASS	PASS_SHARED_METHOD	NOT_APPLICABLE	OK	No row-level finding.
DXMemBuffer.cpp	CDXMemBuffer::InitFromMem	NO_MATCH_FOUND		PASS	PASS_SHARED_METHOD	NOT_APPLICABLE	OK	No row-level finding.
DXMemBuffer.cpp	data_bad	NO_MATCH_FOUND		PASS	PASS_SHARED_METHOD	NOT_APPLICABLE	OK	No row-level finding.
DXMemBuffer.cpp	CDXMemBuffer::InitFromFile	SOURCE_EXACT	0x00547ec0	PASS	PASS	PASS	OK	No row-level finding.
DXMemBuffer.cpp	CDXMemBuffer::ConvertFromWritingToReading	NO_MATCH_FOUND		PASS	PASS_SHARED_METHOD	NOT_APPLICABLE	OK	No row-level finding.
DXMemBuffer.cpp	eval_crc	NO_MATCH_FOUND		PASS	PASS_SHARED_METHOD	NOT_APPLICABLE	OK	No row-level finding.
DXMemBuffer.cpp	how_bad_is_that	NO_MATCH_FOUND		PASS	PASS_SHARED_METHOD	NOT_APPLICABLE	OK	No row-level finding.
DXMemBuffer.cpp	CDXMemBuffer::LoadNextBlock	NO_MATCH_FOUND		PASS	PASS_SHARED_METHOD	NOT_APPLICABLE	OK	No row-level finding.
DXMemBuffer.cpp	CDXMemBuffer::GetFileSize	SOURCE_EXACT	0x005482c0	PASS	PASS	PASS	OK	No row-level finding.
DXMemBuffer.cpp	CDXMemBuffer::Skip	SOURCE_EXACT	0x005482d0	PASS	PASS	PASS	OK	No row-level finding.
DXMemBuffer.cpp	CDXMemBuffer::Read	SOURCE_EXACT	0x00548570	PASS	PASS	DISAGREEMENT	CROSSWALK_VA_COLLISION	CROSSWALK_VA_COLLISION: VA 0x00548570 is shared by 2 rows: DXMemBuffer.cpp:394:CDXMemBuffer::Read, DXMemBuffer.cpp:467:CDXMemBuffer::ReadString
DXMemBuffer.cpp	CDXMemBuffer::ReadString	SOURCE_ANALOG	0x00548570	PASS	FAIL	DISAGREEMENT	ANALOG_REASON_EVIDENCE_WEAK;CROSSWALK_VA_COLLISION	CROSSWALK_VA_COLLISION: VA 0x00548570 is shared by 2 rows: DXMemBuffer.cpp:394:CDXMemBuffer::Read, DXMemBuffer.cpp:467:CDXMemBuffer::ReadString | ANALOG_REASON_EVIDENCE_WEAK: no cited bounded reason explains the source-to-retail analogy
DXMemBuffer.cpp	write_crc_data	NO_MATCH_FOUND		PASS	PASS_SHARED_METHOD	NOT_APPLICABLE	OK	No row-level finding.
DXMemBuffer.cpp	CDXMemBuffer::Write	NO_MATCH_FOUND		PASS	PASS_SHARED_METHOD	NOT_APPLICABLE	OK	No row-level finding.
DXMemBuffer.cpp	CDXMemBuffer::Close	SOURCE_EXACT	0x00548c00	PASS	PASS	PASS	OK	No row-level finding.
DXMemBuffer.cpp	CDXMemBuffer::DeclareInvalidData	NO_MATCH_FOUND		PASS	PASS_SHARED_METHOD	NOT_APPLICABLE	OK	No row-level finding.
DXMemBuffer.cpp	CDXMemBuffer::EndOfFile	NO_MATCH_FOUND		PASS	PASS_SHARED_METHOD	NOT_APPLICABLE	OK	No row-level finding.
DXMemoryManager.cpp	CDXMemoryManager::CDXMemoryManager	SOURCE_EXACT	0x00548d70	PASS	PASS	PASS	OK	No row-level finding.
DXMemoryManager.cpp	CDXMemoryManager::~dtor	NO_MATCH_FOUND		PASS	PASS_SHARED_METHOD	NOT_APPLICABLE	OK	No row-level finding.
DXMemoryManager.cpp	CDXMemoryManager::Shutdown	SOURCE_ANALOG	0x005490c0	PASS	PASS	PASS	OK	No row-level finding.
DXMemoryManager.cpp	CDXMemoryManager::Alloc	SOURCE_EXACT	0x005490e0	PASS	PASS	PASS	OK	No row-level finding.
DXMemoryManager.cpp	CDXMemoryManager::ReAlloc	SOURCE_EXACT	0x005491b0	PASS	PASS	PASS	OK	No row-level finding.
DXMemoryManager.cpp	CDXMemoryManager::DoesExist	NO_MATCH_FOUND		PASS	PASS_SHARED_METHOD	NOT_APPLICABLE	OK	No row-level finding.
DXMemoryManager.cpp	CDXMemoryManager::Free	SOURCE_EXACT	0x00549220	PASS	PASS	DISAGREEMENT	CROSSWALK_VA_COLLISION	CROSSWALK_VA_COLLISION: VA 0x00549220 is shared by 2 rows: DXMemoryManager.cpp:247:CDXMemoryManager::Free, DXMemoryManager.cpp:291:CDXMemoryManager::FreeAll
DXMemoryManager.cpp	CDXMemoryManager::Cleanup	NO_MATCH_FOUND		PASS	PASS_SHARED_METHOD	NOT_APPLICABLE	OK	No row-level finding.
DXMemoryManager.cpp	CDXMemoryManager::FreeAll	SOURCE_ANALOG	0x00549220	PASS	FAIL	DISAGREEMENT	ANALOG_REASON_EVIDENCE_WEAK;CROSSWALK_VA_COLLISION	CROSSWALK_VA_COLLISION: VA 0x00549220 is shared by 2 rows: DXMemoryManager.cpp:247:CDXMemoryManager::Free, DXMemoryManager.cpp:291:CDXMemoryManager::FreeAll | ANALOG_REASON_EVIDENCE_WEAK: no cited bounded reason explains the source-to-retail analogy
DXMemoryManager.cpp	CDXMemoryManager::Validate	NO_MATCH_FOUND		PASS	PASS_SHARED_METHOD	NOT_APPLICABLE	OK	No row-level finding.
DXMemoryManager.cpp	CDXMemoryManager::OutputMap	NO_MATCH_FOUND		PASS	PASS_SHARED_METHOD	NOT_APPLICABLE	OK	No row-level finding.
DXMemoryManager.cpp	CDXMemoryManager::PrintStats	SOURCE_ANALOG	0x00549290	PASS	PASS	PASS	OK	No row-level finding.
DXMemoryManager.cpp	CDXMemoryManager::OutputStats	SOURCE_EXACT	0x005492b0	PASS	PASS	PASS	OK	No row-level finding.
DXMemoryManager.cpp	CDXMemoryManager::OutputBlocks	NO_MATCH_FOUND		PASS	PASS_SHARED_METHOD	NOT_APPLICABLE	OK	No row-level finding.
DXMemoryManager.cpp	CDXMemoryManager::CalcAndShowDeltas	SOURCE_ANALOG	0x005492d0	PASS	PASS	PASS	OK	No row-level finding.
DXMemoryManager.cpp	CDXMemoryManager::GetVBDataUsedSize	NOT_IN_RETAIL		PASS	PASS	NOT_APPLICABLE	OK	No row-level finding.
DXMemoryManager.cpp	CDXMemoryManager::LogDebugStats	SOURCE_ANALOG	0x00549310	PASS	PASS	PASS	OK	No row-level finding.
EditorD3DApp.cpp	CEditorD3DApp::CEditorD3DApp	NO_MATCH_FOUND		PASS	PASS_SHARED_METHOD	NOT_APPLICABLE	OK	No row-level finding.
EditorD3DApp.cpp	WndProc	NO_MATCH_FOUND		PASS	PASS_SHARED_METHOD	NOT_APPLICABLE	OK	No row-level finding.
EditorD3DApp.cpp	CEditorD3DApp::Create	NO_MATCH_FOUND		PASS	PASS_SHARED_METHOD	NOT_APPLICABLE	OK	No row-level finding.
EditorD3DApp.cpp	SortModesCallback	NO_MATCH_FOUND		PASS	PASS_SHARED_METHOD	NOT_APPLICABLE	OK	No row-level finding.
EditorD3DApp.cpp	CEditorD3DApp::BuildDeviceList	NO_MATCH_FOUND		PASS	PASS_SHARED_METHOD	NOT_APPLICABLE	OK	No row-level finding.
EditorD3DApp.cpp	CEditorD3DApp::FindDepthStencilFormat	NO_MATCH_FOUND		PASS	PASS_SHARED_METHOD	NOT_APPLICABLE	OK	No row-level finding.
EditorD3DApp.cpp	CEditorD3DApp::MsgProc	NO_MATCH_FOUND		PASS	PASS_SHARED_METHOD	NOT_APPLICABLE	OK	No row-level finding.
EditorD3DApp.cpp	CEditorD3DApp::Initialize3DEnvironment	NO_MATCH_FOUND		PASS	PASS_SHARED_METHOD	NOT_APPLICABLE	OK	No row-level finding.
EditorD3DApp.cpp	CEditorD3DApp::Resize3DEnvironment	NO_MATCH_FOUND		PASS	PASS_SHARED_METHOD	NOT_APPLICABLE	OK	No row-level finding.
EditorD3DApp.cpp	CEditorD3DApp::ToggleFullscreen	NO_MATCH_FOUND		PASS	PASS_SHARED_METHOD	NOT_APPLICABLE	OK	No row-level finding.
EditorD3DApp.cpp	CEditorD3DApp::ForceWindowed	NO_MATCH_FOUND		PASS	PASS_SHARED_METHOD	NOT_APPLICABLE	OK	No row-level finding.
EditorD3DApp.cpp	CEditorD3DApp::AdjustWindowForChange	NO_MATCH_FOUND		PASS	PASS_SHARED_METHOD	NOT_APPLICABLE	OK	No row-level finding.
EditorD3DApp.cpp	CEditorD3DApp::UserSelectNewDevice	NO_MATCH_FOUND		PASS	PASS_SHARED_METHOD	NOT_APPLICABLE	OK	No row-level finding.
EditorD3DApp.cpp	CEditorD3DApp::SelectDeviceProc	NO_MATCH_FOUND		PASS	PASS_SHARED_METHOD	NOT_APPLICABLE	OK	No row-level finding.
EditorD3DApp.cpp	CEditorD3DApp::Pause	NO_MATCH_FOUND		PASS	PASS_SHARED_METHOD	NOT_APPLICABLE	OK	No row-level finding.
EditorD3DApp.cpp	CEditorD3DApp::Cleanup3DEnvironment	NO_MATCH_FOUND		PASS	PASS_SHARED_METHOD	NOT_APPLICABLE	OK	No row-level finding.
EditorD3DApp.cpp	CEditorD3DApp::DisplayErrorMsg	NO_MATCH_FOUND		PASS	PASS_SHARED_METHOD	NOT_APPLICABLE	OK	No row-level finding.
EndLevelData.cpp	CEndLevelData::CEndLevelData	NO_MATCH_FOUND		PASS	PASS_SHARED_METHOD	NOT_APPLICABLE	OK	No row-level finding.
EndLevelData.cpp	CEndLevelData::IsAllSecondaryObjectivesComplete	SOURCE_ANALOG	0x004496e0	PASS	PASS	PASS	OK	No row-level finding.
FEPGoodies.cpp	COUNT_TOTAL_A_GRADES	NO_MATCH_FOUND		PASS	PASS_SHARED_METHOD	NOT_APPLICABLE	OK	No row-level finding.
FEPGoodies.cpp	COUNT_TOTAL_S_GRADES	NO_MATCH_FOUND		PASS	PASS_SHARED_METHOD	NOT_APPLICABLE	OK	No row-level finding.
FEPGoodies.cpp	CGoodieData::GetMethod	NO_MATCH_FOUND		PASS	PASS_SHARED_METHOD	NOT_APPLICABLE	OK	No row-level finding.
FEPGoodies.cpp	get_goodie_number	SOURCE_ANALOG	0x0045cb80	PASS	PASS	PASS	OK	No row-level finding.
FEPGoodies.cpp	get_goodie_state	NO_MATCH_FOUND		PASS	PASS_SHARED_METHOD	NOT_APPLICABLE	OK	No row-level finding.
FEPGoodies.cpp	set_goodie_state	NO_MATCH_FOUND		PASS	PASS_SHARED_METHOD	NOT_APPLICABLE	OK	No row-level finding.
FEPGoodies.cpp	CFEPGoodies::ResetGoodyState	NO_MATCH_FOUND		PASS	PASS_SHARED_METHOD	NOT_APPLICABLE	OK	No row-level finding.
FEPGoodies.cpp	CFEPGoodies::Init	SOURCE_ANALOG	0x0045c7a0	PASS	FAIL	PASS	ANALOG_EVIDENCE_PATH_MISSING;ANALOG_REASON_EVIDENCE_WEAK	ANALOG_EVIDENCE_PATH_MISSING: SOURCE_ANALOG has no evidence_path | ANALOG_REASON_EVIDENCE_WEAK: no cited bounded reason explains the source-to-retail analogy
FEPGoodies.cpp	get_goodie_texture_hack	NO_MATCH_FOUND		PASS	PASS_SHARED_METHOD	NOT_APPLICABLE	OK	No row-level finding.
FEPGoodies.cpp	get_goodie_mesh_hack	NO_MATCH_FOUND		PASS	PASS_SHARED_METHOD	NOT_APPLICABLE	OK	No row-level finding.
FEPGoodies.cpp	get_goodie_background_hack	NO_MATCH_FOUND		PASS	PASS_SHARED_METHOD	NOT_APPLICABLE	OK	No row-level finding.
FEPGoodies.cpp	get_goodie_type_hack	NO_MATCH_FOUND		PASS	PASS_SHARED_METHOD	NOT_APPLICABLE	OK	No row-level finding.
FEPGoodies.cpp	get_goodie_text_type_hack	NO_MATCH_FOUND		PASS	PASS_SHARED_METHOD	NOT_APPLICABLE	OK	No row-level finding.
FEPGoodies.cpp	get_goodie_num_texts	NO_MATCH_FOUND		PASS	PASS_SHARED_METHOD	NOT_APPLICABLE	OK	No row-level finding.
FEPGoodies.cpp	get_goodie_title	NO_MATCH_FOUND		PASS	PASS_SHARED_METHOD	NOT_APPLICABLE	OK	No row-level finding.
FEPGoodies.cpp	get_goodie_text	NO_MATCH_FOUND		PASS	PASS_SHARED_METHOD	NOT_APPLICABLE	OK	No row-level finding.
FEPGoodies.cpp	get_goodie_fmv	NO_MATCH_FOUND		PASS	PASS_SHARED_METHOD	NOT_APPLICABLE	OK	No row-level finding.
FEPGoodies.cpp	get_goodie_fmv_localised	NO_MATCH_FOUND		PASS	PASS_SHARED_METHOD	NOT_APPLICABLE	OK	No row-level finding.
FEPGoodies.cpp	get_goodie_level	NO_MATCH_FOUND		PASS	PASS_SHARED_METHOD	NOT_APPLICABLE	OK	No row-level finding.
FEPGoodies.cpp	CFEPGoodies::Serialise	NO_MATCH_FOUND		PASS	PASS_SHARED_METHOD	NOT_APPLICABLE	OK	No row-level finding.
FEPGoodies.cpp	CFEPGoodies::Deserialise	SOURCE_ANALOG	0x0045c870	PASS	PASS	PASS	OK	No row-level finding.
FEPGoodies.cpp	CFEPGoodies::Shutdown	SOURCE_ANALOG	0x0045c9e0	PASS	FAIL	PASS	ANALOG_EVIDENCE_PATH_MISSING;ANALOG_REASON_EVIDENCE_WEAK	ANALOG_EVIDENCE_PATH_MISSING: SOURCE_ANALOG has no evidence_path | ANALOG_REASON_EVIDENCE_WEAK: no cited bounded reason explains the source-to-retail analogy
FEPGoodies.cpp	CFEPGoodies::StartLoadingGoody	SOURCE_ANALOG	0x0045c9f0	PASS	PASS	PASS	OK	No row-level finding.
FEPGoodies.cpp	CFEPGoodies::LoadingGoodyPoll	SOURCE_ANALOG	0x0045cc10	PASS	PASS	PASS	OK	No row-level finding.
FEPGoodies.cpp	CFEPGoodies::FreeUpGoodyResources	SOURCE_ANALOG	0x0045cd10	PASS	PASS	PASS	OK	No row-level finding.
FEPGoodies.cpp	CFEPGoodies::ButtonPressed	SOURCE_ANALOG	0x0045cde0	PASS	PASS	PASS	OK	No row-level finding.
FEPGoodies.cpp	CFEPGoodies::Process	SOURCE_ANALOG	0x0045d7e0	PASS	PASS	PASS	OK	No row-level finding.
FEPGoodies.cpp	CFEPGoodies::RenderPreCommon	SOURCE_ANALOG	0x0045e0d0	PASS	FAIL	DISAGREEMENT	ANALOG_REASON_EVIDENCE_WEAK;CROSSWALK_VA_COLLISION	CROSSWALK_VA_COLLISION: VA 0x0045e0d0 is shared by 2 rows: FEPGoodies.cpp:1718:CFEPGoodies::RenderPreCommon, FEPGoodies.cpp:1825:CFEPGoodies::Render | ANALOG_REASON_EVIDENCE_WEAK: no cited bounded reason explains the source-to-retail analogy
FEPGoodies.cpp	CFEPGoodies::GoodieX	NO_MATCH_FOUND		PASS	PASS_SHARED_METHOD	NOT_APPLICABLE	OK	No row-level finding.
FEPGoodies.cpp	CFEPGoodies::GoodieY	NO_MATCH_FOUND		PASS	PASS_SHARED_METHOD	NOT_APPLICABLE	OK	No row-level finding.
FEPGoodies.cpp	CFEPGoodies::BuildAllResources	NO_MATCH_FOUND		PASS	PASS_SHARED_METHOD	NOT_APPLICABLE	OK	No row-level finding.
